summary_length,subject_length,word_count,recipient_count,year,month,day,hour,minute,classification,tone_analysis,people_count,organizations_count,locations_count,projects_count,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,classification_encoded,tone_analysis_encoded,som_x,som_y
261,30,43,3,2000,12,22,3,28,Business Project Coordination,Collaborative/Professional,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5,3
431,19,70,1,2002,2,20,12,2,Internal Communication,Collaborative/Professional,1,2,2,2,0.0,0.0,0.0,0.38144251806138074,0.0,0.0,0.0,0.3822602726764315,0.0,0.0,0.0,0.0,0.0,0.4286765233679146,0.0,0.0,0.31049804458287134,0.21949721060899582,0.0,0.0,0.4731622529027289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39515129878899374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,6,7
417,47,62,0,2001,5,11,5,21,Market/Trading Information,Concerned/Critical,3,2,3,0,0.0,0.15764322509577203,0.0,0.0,0.0,0.0,0.0,0.15594464756703727,0.1797851520058535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4661884563737843,0.0,0.17826798465572685,0.6312560971610266,0.0,0.14314202545895827,0.0,0.0,0.0,0.0,0.16011146410088617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19302848358871796,0.0,0.0,0.0,0.0,0.0,0.3927510514717001,0.0,0.0,0.0,0.18240905647681643,0.0,22,6,0,7
310,16,45,3,2001,5,24,10,11,Internal Communication,Collaborative/Professional,2,1,1,0,0.0,0.4213106021732657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2393136058400385,0.0,0.0,0.5158797443274092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4948568310027417,0.0,0.0,0.0,0.0,0.5041935945238195,0.0,0.0,0.0,14,1,7,0
586,97,85,65,2000,3,30,5,58,Business Project Coordination,Collaborative/Professional,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21406058496443145,0.0,0.0,0.15504789609548353,0.10960642521749867,0.4810229721065488,0.0,0.0,0.43641437818408535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698280830785021,0.21820718909204267,3,1,2,5
343,10,57,3,2001,8,9,10,53,Internal Communication,Concerned/Critical,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3547006202763275,0.0,0.0,0.0,0.0,0.0,0.6908755714985446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299828685624299,0.0,0.0,0.0,0.0,14,6,5,1
245,51,34,15,2000,8,7,11,24,Business Project Coordination,Collaborative/Professional,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6180538194424333,0.0,0.0,0.297062255329266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5567750146860256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46879107900288186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,9,3
1323,98,203,23,2001,11,19,6,10,Market/Trading Information,Collaborative/Professional,0,7,0,0,0.0,0.0,0.15542073965003664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10164588137368173,0.0,0.21023182810833957,0.18704716422067968,0.0,0.0,0.0,0.1399580268118874,0.11486474869482895,0.0,0.0,0.0,0.0,0.3854457772581093,0.1476871852901854,0.13777026659268898,0.0,0.15335875844668528,0.12762234307697773,0.0,0.0,0.6803666809058361,0.1548962870077538,0.0,0.12935830914916513,0.0,0.0,0.0,0.3151642620836153,0.0,0.0,0.0,0.14637469579384882,0.0,22,1,0,3
449,37,64,1,2001,12,2,15,43,Regulatory Alert / Crisis Communication,Concerned/Critical,0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2052811758996535,0.0,0.21228915673895635,0.5666328232044616,0.0,0.2889031679539016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31074231948701997,0.0,0.2577425106050025,0.0,0.0,0.0,0.0,0.31603961848460754,0.0,0.0,0.2424822588839178,0.3149550786755223,0.0,0.0,0.0,0.0,0.29561423707911694,0.0,24,6,3,7
568,14,87,0,2001,7,18,20,25,Regulatory Alert / Crisis Communication,Concerned/Critical,0,1,2,0,0.0,0.0,0.0,0.0,0.2880369247655773,0.0,0.0,0.2629750252639987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6626956953800957,0.19653755836662992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27000167670959135,0.0,0.2895209015807487,0.0,0.0,0.0,0.0,0.0,0.0,0.3255108215663068,0.0,0.0,0.0,0.0,0.3277281139909594,0.0,0.0,0.0,0.0,0.0,0.0,24,6,0,4
198,11,36,1,2000,12,13,5,38,Internal Communication,Collaborative/Professional,1,2,1,0,0.7341607860695626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35140797888656794,0.0,0.0,0.0,0.0,0.33358896845061653,0.0,0.21709153794476038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2982385643318413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3002728685690627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,8,3
519,23,81,2,2001,4,16,12,24,Internal Communication,Collaborative/Professional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815194964333174,0.0,0.3583145241573646,0.0,0.0,0.0,0.0,0.0,0.0,0.22866946790594145,0.16165097085949995,0.23647588874601774,0.0,0.0,0.0,0.0,0.31485906844157024,0.5168150565517563,0.0,0.3292944421330968,0.0,0.0,0.0,0.33224710751120556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27010898039048997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,5,5
846,16,124,23,2001,7,10,1,52,Internal Communication,Concerned/Critical,0,2,1,0,0.0,0.1762804904056918,0.0,0.0,0.19099987019134465,0.0,0.6014084620004706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14164430450401236,0.0,0.29295964258049145,0.0,0.0,0.0,0.0,0.0,0.16006489609838573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6320640772469294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19934359843028032,14,6,0,1
339,28,53,1,2001,11,13,16,15,Legal/Compliance Matter,Concerned/Critical,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37878739033248787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30767713104845956,0.0,0.0,0.5661826537427197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465743168783512,0.0,0.0,0.0,0.0,0.0,0.0,0.4736828045087105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,4,7
436,15,65,1,2000,11,29,9,5,Business Project Coordination,Collaborative/Professional,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7175591213233302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20601437925362512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3861266686584978,0.0,0.0,0.0,0.39499637567191676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37087874285698064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,6,5
195,33,34,230,2000,7,31,9,39,Legal/Compliance Matter,Collaborative/Professional,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524446206967863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3011416246264073,0.0,0.0,0.0,0.0,0.0,0.0,0.4813906311043913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634454851190615,0.0,0.0,0.0,20,1,9,4
606,22,89,4,2000,5,16,3,33,Business Project Coordination,Collaborative/Professional,2,3,2,0,0.0,0.0,0.0,0.0,0.4260071195911106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22333307084391502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3993329559168012,0.0,0.0,0.0,0.0,0.0,0.48306112327958284,0.0,0.0,0.0,0.4863795465835206,0.0,0.0,0.37317603310627934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,7,7
522,23,76,4,2000,3,28,10,20,Business Project Coordination,Collaborative/Professional,0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2519491725416133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16379291784682615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2250173596300678,0.5173051429686396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7690618124976221,0.0,3,1,3,4
168,34,26,22,2001,12,3,14,16,Business Project Coordination,Neutral/Informational,0,0,0,0,0.0,0.0,0.0,0.3811733181674376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46211741044087584,0.0,0.0,0.0,0.0,0.2193423022728275,0.0,0.0,0.4728283225665234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3948724240367346,0.0,0.0,0.0,0.0,0.0,0.46211741044087584,0.0,0.0,0.0,3,9,9,1
197,11,34,1,2000,12,13,5,39,Internal Communication,Collaborative/Professional,3,2,0,0,0.7341607860695627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335889684506166,0.0,0.2170915379447604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29823856433184137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30027286856906277,0.0,0.0,0.0,0.0,0.0,0.351407978886568,0.0,0.0,0.0,14,1,9,4
287,13,45,3,2000,8,9,4,28,Strategic Planning,Collaborative/Professional,2,2,1,0,0.0,0.0,0.0,0.3808900352949452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2191792900301404,0.0,0.0,0.4724769229301155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4724769229301155,0.0,0.0,0.0,0.3662353169793752,0.47569530902553053,0.0,0.0,0.0,0.0,0.0,0.0,25,1,8,6
268,48,41,16,2001,10,18,6,34,Internal Communication,Neutral/Informational,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22114639618029572,0.0,0.0,0.0,0.0,0.0,0.43074253077674174,0.0,0.0,0.0,0.4144881612258983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45729035930621853,0.0,0.47996461370233406,0.0,0.3927775511905535,0.0,0.0,0.0,0.0,14,9,6,0
396,18,61,2,2001,10,19,6,14,Market/Trading Information,Concerned/Critical,0,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5578654948615871,0.0,0.28443306168927646,0.0,0.2782818768823037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27393190115147076,0.0,0.0,0.0,0.0,0.2504315443000806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6266486058476319,0.0,0.0,0.0,0.0,0.0,22,6,0,7
830,24,133,0,2001,11,30,7,27,Crisis Communication,Concerned/Critical,0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12392160253720941,0.14286648818378825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10065763569929996,0.07115687408651604,0.10409393120578635,0.8335287448069925,0.0,0.0,0.0,0.0,0.0,0.14410575653724497,0.0,0.0,0.0,0.12723276832846314,0.0,0.13643080386012518,0.0,0.0,0.0,0.15390967130577482,0.12472653516137983,0.22458395291260502,0.0,0.0,0.0,0.0,0.118898826311341,0.0,0.0,0.0,0.0,0.0,0.2899031540815182,0.0,13,6,0,7
390,74,57,23,2001,10,22,16,36,Business Project Coordination,Collaborative/Professional,0,8,0,0,0.0,0.0,0.0,0.0,0.3036700166863339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22519977772323524,0.15919817822499377,0.2328877487239039,0.0,0.0,0.0,0.0,0.0,0.5089732220278312,0.0,0.3242979303401061,0.0,0.0,0.0,0.0,0.0,0.0,0.3397713497818815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2660105124747507,0.0,0.34912837002520464,0.0,0.0,0.0,0.3242979303401061,0.0,3,1,0,0
265,10,40,1,2001,4,16,5,56,Internal Communication,Collaborative/Professional,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5951778086022169,0.0,0.0,0.5476184563585667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36874731537338146,0.0,0.0,0.458151524943274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,5,5
520,35,90,10,2002,2,26,15,46,Business Project Coordination,Collaborative/Professional,1,15,2,0,0.0,0.0,0.21343857788476228,0.0,0.0,0.0,0.39512352921777943,0.17185177767155893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098678802201959,0.0,0.0,0.0,0.0,0.0,0.0,0.788716121983438,0.0,0.0,0.0,0.1942913240372017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17296804069218913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17526316934282418,0.0,0.0,0.0,0.19645220623454376,3,1,0,0
210,29,30,129,2001,9,18,7,40,Internal Communication,Neutral/Informational,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160069249271471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40116245273643414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,9,7,3
405,25,63,1,2001,10,16,11,34,Internal Communication,Concerned/Critical,2,1,0,1,0.0,0.0,0.0,0.3570287280886526,0.0,0.0,0.4113221478811359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4274466209933397,0.4768133950994296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4001667098292607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3648966357496377,0.0,0.0,0.0,0.0,14,6,9,7
225,24,35,1,2001,11,14,9,27,Internal Communication,Collaborative/Professional,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5397600032804599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6636692263957844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5178825125391849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,5,7
227,41,30,1,2002,1,11,20,45,Business Project Coordination,Collaborative/Professional,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8397958437167685,0.5118682651036609,0.1809249017018086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,9,7
148,19,25,1,2001,2,27,0,23,Internal Communication,Collaborative/Professional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,5,1
419,37,65,1,2001,11,27,18,42,Regulatory Alert / Crisis Communication,Concerned/Critical,6,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22929129450747013,0.0,0.0,0.0,0.0,0.2494197300376227,0.0,0.0,0.0,0.0,0.4860261734291806,0.11452717251299374,0.0,0.44718888875951524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21465489813639407,0.2254956027966949,0.0,0.0,0.0,0.49047816099355307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19136796785079443,0.2485638068856642,0.0,0.0,0.0,0.0,0.0,0.0,24,6,4,7
858,29,134,1,2001,7,27,4,22,Internal Communication,Collaborative/Professional,0,2,1,0,0.0,0.0,0.0,0.0,0.8444285774169632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28741917395661976,0.0,0.29884246939520565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23286794604070224,0.0,0.0,0.0,0.0,0.24656904565702992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,3
392,21,64,1,2001,4,17,9,3,Internal Communication,Collaborative/Professional,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324776481779473,0.0,0.0,0.0,0.0,0.0,0.29296910609237226,0.0,0.0,0.0,0.0,0.0,0.0,0.6821772139701892,0.0,0.0,0.0,0.5859382121847445,0.0,0.0,0.0,0.0,14,1,5,0
451,0,64,0,2000,1,1,0,0,Regulatory Alert / Crisis Communication,Concerned/Critical,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556565390561891,0.3926479958824982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23055709981051312,0.0,0.3526552317574778,0.0,0.0,0.5663359493287687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780645456489595,0.0,0.0,0.0,0.2795433430046299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,6,1,6
267,16,40,1,2002,2,22,13,59,Internal Communication,Collaborative/Professional,0,1,0,1,0.0,0.0,0.7677144427811347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2510443952187657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3152009063345802,0.0,0.3110732471489838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3891954130363598,0.0,0.0,0.0,0.0,0.0,14,1,8,0
485,13,76,1,2001,11,13,7,22,Internal Communication,Collaborative/Professional,2,2,2,0,0.0,0.0,0.25700790644437965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33616871505523743,0.0,0.0,0.3093062109404498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22782061047322205,0.5088720180865444,0.0,0.0,0.0,0.0,0.37502420133429304,0.0,0.0,0.0,0.0,0.1985446279607844,0.0,0.0,0.0,0.0,0.0,0.48409825107148957,0.0,14,1,3,7
250,46,35,12,2001,10,23,10,4,Internal Communication,Neutral/Informational,1,1,0,0,0.0,0.28546591162943485,0.0,0.28178596138813283,0.0,0.0,0.0,0.0,0.0,0.0,0.37944006456800555,0.0,0.0,0.0,0.0,0.0,0.0,0.16215086044371285,0.2372071669627404,0.0,0.6990855712907973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3519237773647343,0.0,0.0,0.0,0.0,0.0,0.0,14,9,9,0
700,46,109,116,2000,11,30,2,56,Strategic Planning,Collaborative/Professional,0,4,3,1,0.0,0.0,0.17863917869230342,0.0,0.0,0.18938734675867536,0.0,0.2876655263008224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23366169543313614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5280979723490136,0.0,0.0,0.0,0.0,0.44302785609468004,0.0,0.0,0.0,0.17626915632929654,0.4400638666640131,0.0,0.0,0.26066908307583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16442229479704254,25,1,0,0
496,63,69,1,2001,9,25,9,22,Business Project Coordination,Collaborative/Professional,0,2,1,0,0.0,0.20244560992350466,0.0,0.0,0.6580493132372489,0.0,0.0,0.0,0.0,0.2548939109973991,0.0,0.0,0.0,0.22458154234480318,0.0,0.0,0.0,0.11499351938301175,0.168221660232188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22641380558001367,0.20561532527615456,0.0,0.0,0.0,0.0,0.2042396969888637,0.0,0.2015651112107231,0.3629403269031869,0.24788739934105342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,2
268,9,45,2,2001,11,28,12,26,Internal Communication,Collaborative/Professional,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,5,3
1015,51,148,1,2001,11,3,13,52,Business Project Coordination,Collaborative/Professional,0,2,1,0,0.0,0.0,0.0,0.0,0.4812327315790273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7137583444511295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22110743171004957,0.39812844129396285,0.0,0.0,0.22708881887665897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,3
451,26,69,21,2000,8,25,2,9,Internal Communication,Collaborative/Professional,3,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15646480072539898,0.0,0.9117947254120683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15782202507124737,0.0,0.0,0.0,0.0,0.16017179207487342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13021584978945971,0.0,0.0,0.2768215720174915,0.0,0.0,0.0,0.0,14,1,4,0
722,33,103,4,2001,9,28,17,24,Business Project Coordination,Collaborative/Professional,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29733270661557715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2166395401828338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2595799669871374,0.23370125293493282,0.31923482467264813,0.0,0.0,0.0,0.0,0.0,0.0,0.526048714317498,0.0,0.0,0.6033443570654785,0.0,3,1,1,4
310,38,48,23,2001,10,24,17,43,Legal/Compliance Matter,Collaborative/Professional,2,0,0,0,0.0,0.0,0.0,0.32861698509075216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4388693906714231,0.53499505931312,0.0,0.0,0.0,0.0,0.0,0.4443589474757606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34042725263741686,0.0,0.31597346884205935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,9,7
465,110,69,6,2001,8,10,18,8,Business Project Coordination,Collaborative/Professional,2,2,1,1,0.0,0.0,0.0,0.24741535537448558,0.0,0.0,0.0,0.0,0.2858512283407567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28474529081099487,0.41654804392915346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5852473310019115,0.27297453281531026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3089981701448027,0.0,0.0,0.299955264126705,0.0,0.0,0.0,3,1,8,4
